,stock_id,dt,open,high,low,close,volume,id,symbol,name,exchange
95,24641,2021-02-24 15:30:00,391.86,392.17,391.44,391.66,283284,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
96,24641,2021-02-24 15:15:00,391.5,391.9,391.18,391.88,118274,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
97,24641,2021-02-24 15:00:00,391.17,391.51,391.05,391.5,106420,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
98,24641,2021-02-24 14:45:00,391.51,391.55,391.0,391.15,87559,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
99,24641,2021-02-24 14:30:00,391.57,391.81,391.23,391.51,210876,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
100,24641,2021-02-24 14:15:00,391.24,391.63,391.2,391.54,93786,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
101,24641,2021-02-24 14:00:00,392.03,392.15,391.12,391.21,199288,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
102,24641,2021-02-24 13:45:00,391.99,392.0,391.68,392.0,85982,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
103,24641,2021-02-24 13:30:00,391.43,392.11,391.34,391.97,120970,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
104,24641,2021-02-24 13:15:00,391.03,391.45,390.781,391.4,105534,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
105,24641,2021-02-24 13:00:00,390.5,391.03,390.18,391.03,135512,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
106,24641,2021-02-24 12:45:00,390.88,390.96,390.471,390.48,165198,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
107,24641,2021-02-24 12:30:00,390.89,391.21,390.78,390.875,173665,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
108,24641,2021-02-24 12:15:00,390.47,390.885,390.38,390.885,121062,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
109,24641,2021-02-24 12:00:00,390.01,390.52,390.0,390.465,160415,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
110,24641,2021-02-24 11:45:00,389.41,390.05,389.345,389.94,126517,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
111,24641,2021-02-24 11:30:00,389.39,389.945,389.34,389.4,280653,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
112,24641,2021-02-24 11:15:00,389.02,389.93,388.99,389.39,346907,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
113,24641,2021-02-24 11:00:00,388.36,389.05,388.26,388.99,200686,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
114,24641,2021-02-24 10:45:00,387.78,388.62,387.28,388.34,469671,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
115,24641,2021-02-24 10:30:00,387.49,387.96,387.0,387.781,132716,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
116,24641,2021-02-24 10:15:00,385.92,387.66,385.84,387.43,221596,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
117,24641,2021-02-24 10:00:00,386.43,386.94,385.285,385.95,218145,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
118,24641,2021-02-24 09:45:00,386.11,387.14,385.9,386.365,235892,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
119,24641,2021-02-24 09:30:00,386.3,387.14,385.42,386.09,408913,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
120,24641,2021-02-24 09:15:00,386.79,386.79,385.85,386.34,34725,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
121,24641,2021-02-24 09:00:00,386.42,386.88,386.05,386.8,16556,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
122,24641,2021-02-24 08:45:00,387.94,387.99,386.05,386.3,26081,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
123,24641,2021-02-24 08:30:00,388.25,388.46,387.99,388.04,4301,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
124,24641,2021-02-24 08:15:00,388.94,388.97,388.19,388.49,17363,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
125,24641,2021-02-24 08:00:00,389.048,389.11800000000005,388.89,388.95,2279,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
126,24641,2021-02-24 07:45:00,388.97,389.37,388.97,389.13,5074,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
127,24641,2021-02-24 07:30:00,388.92,388.92,388.61,388.81,3314,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
128,24641,2021-02-24 07:15:00,388.42,389.17,388.42,388.75,3960,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
129,24641,2021-02-24 07:00:00,387.93,388.4,387.83,388.4,5500,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
130,24641,2021-02-23 18:45:00,387.3,387.35,387.3,387.35,695,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
131,24641,2021-02-23 18:30:00,386.58,387.45,386.43,387.43,5779,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
132,24641,2021-02-23 18:15:00,386.7,386.75,386.38,386.45,4825,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
133,24641,2021-02-23 18:00:00,387.43,387.55,386.93,386.93,7849,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
134,24641,2021-02-23 17:45:00,387.22,387.22,387.22,387.22,100,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
135,24641,2021-02-23 17:00:00,387.22,387.22,387.22,387.22,2500,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
136,24641,2021-02-23 16:45:00,387.14,387.15,387.04,387.04,4900,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
137,24641,2021-02-23 16:30:00,387.22,387.31,387.07,387.25,9393,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
138,24641,2021-02-23 16:15:00,387.21,387.27,387.19,387.27,8600,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
139,24641,2021-02-23 16:00:00,387.47,387.86,387.16,387.19,52303,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
140,24641,2021-02-23 15:45:00,388.23,388.53,387.32,387.37,506401,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
141,24641,2021-02-23 15:30:00,388.85,388.92,388.2,388.24,402598,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
142,24641,2021-02-23 15:15:00,387.95,388.93,387.87,388.85,338462,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
143,24641,2021-02-23 15:00:00,386.72,387.95,386.59,387.94,260763,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
144,24641,2021-02-23 14:45:00,385.68,386.74,385.62,386.705,274373,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
145,24641,2021-02-23 14:30:00,385.86,385.98,384.74,385.67,202185,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
146,24641,2021-02-23 14:15:00,385.5,386.05,385.37,385.86,133194,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
147,24641,2021-02-23 14:00:00,385.14,385.75,384.94,385.49,122095,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
148,24641,2021-02-23 13:45:00,384.79900000000004,385.45,384.42,385.16,267342,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
149,24641,2021-02-23 13:30:00,385.09,385.27,384.71,384.76,112011,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
150,24641,2021-02-23 13:15:00,384.18,385.2,384.1,385.09,217749,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
151,24641,2021-02-23 13:00:00,382.76,384.35,382.5,384.15,177534,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
152,24641,2021-02-23 12:45:00,383.04,383.83,382.58,382.76,223767,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
153,24641,2021-02-23 12:30:00,384.19,384.62,382.98,383.1,170981,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
154,24641,2021-02-23 12:15:00,383.22,384.34,382.86,384.2,209727,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
155,24641,2021-02-23 12:00:00,383.93,383.93,383.07,383.23,167192,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
156,24641,2021-02-23 11:45:00,384.09,384.44,383.8,383.99,159714,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
157,24641,2021-02-23 11:30:00,384.72,385.38,383.98,384.12,243533,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
158,24641,2021-02-23 11:15:00,385.56,385.84,384.27,384.74,271857,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
159,24641,2021-02-23 11:00:00,385.25,386.12,385.05,385.54,253483,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
160,24641,2021-02-23 10:45:00,384.64,385.71,384.59,385.24,516314,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
161,24641,2021-02-23 10:30:00,384.36,384.7,383.58,384.65,394415,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
162,24641,2021-02-23 10:15:00,383.24,384.34,382.75,384.33,411827,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
163,24641,2021-02-23 10:00:00,382.19,383.82,381.46,383.25,536472,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
164,24641,2021-02-23 09:45:00,382.15,382.57,380.24,382.15,609214,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
165,24641,2021-02-23 09:30:00,384.63,384.72,382.12,382.14,718452,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
166,24641,2021-02-23 09:15:00,384.44,384.68,384.34,384.63,15972,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
167,24641,2021-02-23 09:00:00,385.1,385.15,384.28,384.53,52259,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
168,24641,2021-02-23 08:45:00,384.8,385.15,384.8,385.15,22240,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
169,24641,2021-02-23 08:30:00,385.23,385.32,384.71,384.92,21737,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
170,24641,2021-02-23 08:15:00,385.1,385.36,384.97,385.23,12806,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
171,24641,2021-02-23 08:00:00,385.45,385.5,385.07,385.07,17634,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
172,24641,2021-02-23 07:45:00,385.338,385.62800000000004,385.338,385.62800000000004,400,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
173,24641,2021-02-23 07:30:00,385.57,385.57,385.02,385.26,2900,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
174,24641,2021-02-23 07:15:00,385.62,385.62,385.61,385.62,1600,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
175,24641,2021-02-23 07:00:00,385.47900000000004,385.67,385.35,385.35,6893,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
176,24641,2021-02-22 18:45:00,387.76,387.76,387.76,387.76,200,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
177,24641,2021-02-22 18:30:00,387.83,387.83,387.55,387.55,900,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
178,24641,2021-02-22 18:15:00,387.85,387.95,387.85,387.95,500,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
179,24641,2021-02-22 18:00:00,387.38,387.72,387.38,387.67,5115,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
180,24641,2021-02-22 17:15:00,387.18,387.18,387.18,387.18,500,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
181,24641,2021-02-22 16:45:00,387.27,387.3,387.23,387.3,3600,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
182,24641,2021-02-22 16:30:00,387.19,387.46,387.19,387.22,6799,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
183,24641,2021-02-22 16:00:00,387.04,387.55,386.97,387.25,62631,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
184,24641,2021-02-22 15:45:00,387.57,387.89,386.84,387.105,696432,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
185,24641,2021-02-22 15:30:00,387.68,388.07,387.33,387.56,338574,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
186,24641,2021-02-22 15:15:00,388.23,388.43,387.64,387.68,307313,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
187,24641,2021-02-22 15:00:00,388.9,388.92,388.02,388.25,154125,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
188,24641,2021-02-22 14:45:00,389.07,389.115,388.74,388.89,71989,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
189,24641,2021-02-22 14:30:00,389.22,389.34,389.02,389.05,227831,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
190,24641,2021-02-22 14:15:00,388.98,389.3,388.98,389.25,163201,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
191,24641,2021-02-22 14:00:00,389.39,389.47,388.98,388.98,65300,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
192,24641,2021-02-22 13:45:00,389.415,389.6,389.32,389.39,49965,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
193,24641,2021-02-22 13:30:00,389.219,389.46,389.21,389.37,75466,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
194,24641,2021-02-22 13:15:00,388.73,389.23,388.72,389.22,556152,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
195,24641,2021-02-22 13:00:00,388.84,388.85,388.52,388.72,38683,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
196,24641,2021-02-22 12:45:00,388.5,388.88,388.39,388.835,49752,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
197,24641,2021-02-22 12:30:00,388.04,388.57,387.86,388.43,86532,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
198,24641,2021-02-22 12:15:00,387.73,388.19,387.57,388.07,51576,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
199,24641,2021-02-22 12:00:00,388.02,388.02,387.59,387.77,62854,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
200,24641,2021-02-22 11:45:00,388.02,388.18,387.77,388.045,1048750,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
201,24641,2021-02-22 11:30:00,387.93,388.23,387.7,388.0,53173,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
202,24641,2021-02-22 11:15:00,387.49,388.12,387.32,387.91,98136,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
203,24641,2021-02-22 11:00:00,387.25,387.64,386.93,387.54,183438,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
204,24641,2021-02-22 10:45:00,388.0,388.0,386.95,387.275,106264,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
205,24641,2021-02-22 10:30:00,387.54,388.09,387.19,388.03,169604,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
206,24641,2021-02-22 10:15:00,388.33,388.33,387.22,387.57,225819,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
207,24641,2021-02-22 10:00:00,388.01,388.57,387.81,388.345,137804,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
208,24641,2021-02-22 09:45:00,387.75,388.25,387.615,388.03,142056,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
209,24641,2021-02-22 09:30:00,387.05,388.16,386.74,387.59,308734,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
