,stock_id,dt,open,high,low,close,volume,id,symbol,name,exchange
0,24641,2021-02-26 17:00:00,380.21,380.21,380.02,380.02,600,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
1,24641,2021-02-26 16:45:00,380.4,380.69,380.31,380.655,13090,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
2,24641,2021-02-26 16:30:00,380.01,380.48,379.75,380.37,17382,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
3,24641,2021-02-26 16:15:00,379.88,379.88,379.77,379.84,201100,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
4,24641,2021-02-26 16:00:00,380.3,380.88,378.86,380.01,445237,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
5,24641,2021-02-26 15:45:00,383.29,384.8,380.2,380.33,1400367,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
6,24641,2021-02-26 15:30:00,382.52,383.54,382.22,383.26,678470,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
7,24641,2021-02-26 15:15:00,383.82,384.26,382.47,382.53,247462,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
8,24641,2021-02-26 15:00:00,382.93,384.39,382.93,383.71,168206,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
9,24641,2021-02-26 14:45:00,382.26,383.26,382.26,382.95,146228,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
10,24641,2021-02-26 14:30:00,381.79,382.75,381.48,382.07,210614,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
11,24641,2021-02-26 14:15:00,382.09,382.47,381.055,381.82,281430,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
12,24641,2021-02-26 14:00:00,382.21,382.88,381.55,382.09,269835,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
13,24641,2021-02-26 13:45:00,383.54,383.97,381.9,382.2,239668,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
14,24641,2021-02-26 13:30:00,384.64,384.64,382.97,383.52,148682,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
15,24641,2021-02-26 13:15:00,383.61,384.7,383.4,384.51,209049,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
16,24641,2021-02-26 13:00:00,383.5,383.75,382.69,383.56,159260,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
17,24641,2021-02-26 12:45:00,384.47,384.89,383.44,383.59,114936,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
18,24641,2021-02-26 12:30:00,384.77,385.21,384.21,384.4,83251,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
19,24641,2021-02-26 12:15:00,385.14,385.58,384.59,384.705,116925,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
20,24641,2021-02-26 12:00:00,383.56,385.31,382.98,385.17,206468,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
21,24641,2021-02-26 11:45:00,383.68,383.81,382.88,383.5,100933,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
22,24641,2021-02-26 11:30:00,381.89,384.22,381.77,383.7,177627,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
23,24641,2021-02-26 11:15:00,382.53,383.07,381.44,381.84,211868,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
24,24641,2021-02-26 11:00:00,382.37,383.72,381.98,382.52,335102,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
25,24641,2021-02-26 10:45:00,381.79,382.95,381.61,382.32,361087,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
26,24641,2021-02-26 10:30:00,378.5,381.92,378.5,381.7,813040,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
27,24641,2021-02-26 10:15:00,381.12,381.58,378.23,378.52,970634,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
28,24641,2021-02-26 10:00:00,382.12,382.4,380.45,381.16,936980,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
29,24641,2021-02-26 09:45:00,383.98,384.85,381.91,382.06,617243,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
30,24641,2021-02-26 09:30:00,384.36,384.63,383.23,383.95,562475,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
31,24641,2021-02-26 09:15:00,383.77,384.45,383.77,384.45,10394,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
32,24641,2021-02-26 09:00:00,384.34,384.54,383.92,384.0,17552,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
33,24641,2021-02-26 08:45:00,384.13,384.14,383.39,383.89,13657,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
34,24641,2021-02-26 08:30:00,382.44,384.18,382.44,383.87,31946,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
35,24641,2021-02-26 08:15:00,382.32,382.68,382.07,382.28,3714,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
36,24641,2021-02-26 08:00:00,382.17,382.38,381.69,382.38,6773,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
37,24641,2021-02-26 07:45:00,383.29,383.29,382.05,382.12,10889,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
38,24641,2021-02-26 07:30:00,382.97,383.52,382.83,383.42,7266,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
39,24641,2021-02-26 07:15:00,382.42,382.99,382.42,382.9,4310,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
40,24641,2021-02-26 07:00:00,381.58,383.18,381.58,382.32,5699,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
41,24641,2021-02-25 18:45:00,382.8,382.8,381.88,381.88,1300,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
42,24641,2021-02-25 18:30:00,382.49,382.49,382.49,382.49,200,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
43,24641,2021-02-25 18:15:00,382.901,382.901,382.0,382.05,3268,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
44,24641,2021-02-25 18:00:00,381.86,382.5,381.3,382.39,5329,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
45,24641,2021-02-25 16:45:00,382.71,382.71,381.72,381.72,2580,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
46,24641,2021-02-25 16:30:00,382.75,382.96,382.51,382.62,13702,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
47,24641,2021-02-25 16:15:00,382.76,382.81,382.61,382.81,1500,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
48,24641,2021-02-25 16:00:00,382.31,383.79,382.31,382.87,158467,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
49,24641,2021-02-25 15:45:00,382.51,383.95,382.29,382.39,1306766,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
50,24641,2021-02-25 15:30:00,382.22,382.86,380.78,382.49,665849,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
51,24641,2021-02-25 15:15:00,382.92,383.17,381.99,382.25,439074,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
52,24641,2021-02-25 15:00:00,384.09,384.64,382.66,382.965,378693,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
53,24641,2021-02-25 14:45:00,384.92,385.24,384.06,384.15,254640,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
54,24641,2021-02-25 14:30:00,386.38,386.38,384.83,384.92,220478,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
55,24641,2021-02-25 14:15:00,385.48,386.64,385.48,386.46,289100,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
56,24641,2021-02-25 14:00:00,384.07,385.9,383.74,385.4,224279,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
57,24641,2021-02-25 13:45:00,384.79,384.87,383.4,384.145,371909,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
58,24641,2021-02-25 13:30:00,384.57,385.0,383.49,384.81,313372,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
59,24641,2021-02-25 13:15:00,384.03,384.98,383.33,384.54,436483,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
60,24641,2021-02-25 13:00:00,382.91,384.03,381.76,384.01,829030,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
61,24641,2021-02-25 12:45:00,385.03,385.56,382.68,382.92900000000003,499307,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
62,24641,2021-02-25 12:30:00,385.4,385.51,384.46,385.06,391757,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
63,24641,2021-02-25 12:15:00,386.64,386.85,385.27,385.4,265434,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
64,24641,2021-02-25 12:00:00,386.33,386.84,385.46,386.68,303962,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
65,24641,2021-02-25 11:45:00,387.31,387.31,386.07,386.34,479922,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
66,24641,2021-02-25 11:30:00,388.47,388.53,387.12,387.31,265841,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
67,24641,2021-02-25 11:15:00,389.1,389.64,388.24,388.48,166434,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
68,24641,2021-02-25 11:00:00,388.99,389.47,388.56,389.12,166859,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
69,24641,2021-02-25 10:45:00,388.76,389.04,387.57,389.0,575540,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
70,24641,2021-02-25 10:30:00,389.72,389.72,388.21,388.78,429728,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
71,24641,2021-02-25 10:15:00,389.4,390.7,389.28,389.72,343179,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
72,24641,2021-02-25 10:00:00,391.0,391.0,389.23,389.42,531337,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
73,24641,2021-02-25 09:45:00,391.43,391.56,390.855,390.9,264713,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
74,24641,2021-02-25 09:30:00,390.41,391.86,390.41,391.44,477773,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
75,24641,2021-02-25 09:15:00,390.34,390.51,390.12,390.49,9772,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
76,24641,2021-02-25 09:00:00,390.62,390.65,390.14,390.22,18050,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
77,24641,2021-02-25 08:45:00,391.0,391.15,390.74,390.74,1993,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
78,24641,2021-02-25 08:30:00,390.58,390.93,390.58,390.848,14938,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
79,24641,2021-02-25 08:15:00,390.29,390.35,390.21,390.35,7779,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
80,24641,2021-02-25 08:00:00,390.49800000000005,390.62,390.29,390.29,12957,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
81,24641,2021-02-25 07:45:00,390.46,390.79,390.42,390.79,4799,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
82,24641,2021-02-25 07:30:00,391.19,391.19,390.52,390.57,5301,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
83,24641,2021-02-25 07:15:00,390.79,391.27,390.79,391.23,3900,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
84,24641,2021-02-25 07:00:00,390.9,390.98,390.66,390.76,3501,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
85,24641,2021-02-24 18:45:00,392.83,393.01,392.73,393.0,4100,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
86,24641,2021-02-24 18:30:00,392.54,392.54,392.51,392.51,310,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
87,24641,2021-02-24 18:00:00,391.94,391.97,391.78,391.78,900,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
88,24641,2021-02-24 17:45:00,391.83,391.83,391.83,391.83,500,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
89,24641,2021-02-24 17:15:00,391.99,391.99,391.99,391.99,500,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
90,24641,2021-02-24 16:45:00,392.35,392.35,392.05,392.05,1800,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
91,24641,2021-02-24 16:30:00,392.39,392.4,392.25,392.26,7709,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
92,24641,2021-02-24 16:15:00,392.48,392.48,392.48,392.48,100,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
93,24641,2021-02-24 16:00:00,391.72,392.34,391.7,392.29,178394,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
94,24641,2021-02-24 15:45:00,391.6,392.22,391.58,391.77,702743,24641,SPY,SPDR S&P 500 ETF Trust,ARCA
